created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,value,value_link_source,PUSPEN/POLRI/DLL,LINK
Thu Jan 11 02:01:34 +0000 2024,1745264655659110672,"Satgas II Preventif  OMB 2023-2024  Bersama Personel TNI Melaksanakan Kegiatan Patroli Untuk Mengantisipasi Kerawanan Kamtibmas Dengan Sasaran Kantor Bawaslu,Kantor KPU,dan Gudang Logistik KPU Rabu, (10/01/24).  @DivHumas_Polri  @Spripim_Polri https://t.co/I9KrhF3fdv",0,0,0,0,in,1709538358677176321,1745264655659110672,HumasResbuol,https://twitter.com/HumasResbuol/status/1745264655659110672,HOAX,,,
Thu Jan 11 02:00:57 +0000 2024,1745264502919348600,"@Gonolaletto @RockJin492 @drikasyamsul @ZAEffendy @UyokBack Kan udh di jawab. Tp heran aja memberi penilaian terhadap kinerja kementrian pertahanan di mana  di situ ada kinerja TNI,porliyg sll berjuang untuk bangsa Indonesia lucu aja🤣😁",0,0,0,0,in,1615378494015569922,1744258631049134512,PuteriRiya,https://twitter.com/PuteriRiya/status/1745264502919348600,HOAX,,,
Thu Jan 11 02:00:32 +0000 2024,1745264397667483937,@JamalBoegis @Puspen_TNI Masalahnya...kepercayaan saya nyaris gada 🥱🤷‍♀️,0,0,0,0,in,1052339653,1745217613633114242,siregar_najeges,https://twitter.com/siregar_najeges/status/1745264397667483937,HOAX,,,
Thu Jan 11 01:59:51 +0000 2024,1745264225323553248,@Pai_C1 Kemaren ada juga tapi yg parkir itu panzer tempur tni jadi dibiarin aja,0,0,0,0,in,1042085242293501952,1745238810353660026,teguhalifns,https://twitter.com/teguhalifns/status/1745264225323553248,HOAX,,,
Thu Jan 11 01:59:44 +0000 2024,1745264197150319095,@teguhdaya @Kemhan_RI @prabowo @_TNIAL_ @Puspen_TNI @PartaiSocmed @yusuf_dumdum @tempodotco @kumparan Lu kira gw untung? Harga segitu utk 1 heli serta perbaikan 2 heli yg bkan urusan gw dan berangkatkan team dr AL ke Rusia serta printilannya udah gitu prosesnya yg berlarut-larut n etc lu kira gw untung?Gw udah kehilangan segala-galanya! Besar harapan aja sm @prabowo n netizen 🙏,0,0,0,0,in,1568926893189263360,1744943212014522632,NiBapakLoe,https://twitter.com/NiBapakLoe/status/1745264197150319095,HOAX,,,
Thu Jan 11 01:59:00 +0000 2024,1745264012953305286,"https://t.co/ZQIqCF5n3c  Kapolda Riau Irjen Mohammad Iqbal bersama Danrem 031/Wira Bima Brigjen TNI Dany Rakca kunjungi warga yang terdampak banjir di Bonai Darussalam, Rokan Hulu.",0,0,0,0,in,1248335028364304385,1745264012953305286,bowoputr4,https://twitter.com/bowoputr4/status/1745264012953305286,FAKTA,Detik.com,,
Thu Jan 11 01:58:55 +0000 2024,1745263989775569385,"@bro_barbud @Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @choymarkochoy @RidNgemil Yg di pamerkan kan jenis alusista nya. Tapi kalo membeli, pasti ada yg namanya JUMBLAH kan ? Emang kalo HUT TNI pernah di sebutin jumblah nya berapa ? Klo di pamerkan itu penting, tujuan nya. Supaya negara tetangga / lain. Klo kita memiliki alusista tersebut.",0,0,0,0,in,1273294217729634305,1745100219182928106,JohnWic04334364,https://twitter.com/JohnWic04334364/status/1745263989775569385,FAKTA,https://news.detik.com/berita/d-6950084/meriahkan-hut-ke-78-tni-tni-ad-gelar-pameran-alutsista-di-monas,,
Thu Jan 11 01:58:54 +0000 2024,1745263985409290621,"https://t.co/UcF4L0KwBM  Kapolda Riau Irjen Mohammad Iqbal bersama Danrem 031/Wira Bima Brigjen TNI Dany Rakca kunjungi warga yang terdampak banjir di Bonai Darussalam, Rokan Hulu.",0,0,0,0,in,1248329502012276736,1745263985409290621,rinalsaiful,https://twitter.com/rinalsaiful/status/1745263985409290621,FAKTA,Detik.com,,
Thu Jan 11 01:58:46 +0000 2024,1745263951330623652,"https://t.co/n4He0a8UbW  Kapolda Riau Irjen Mohammad Iqbal bersama Danrem 031/Wira Bima Brigjen TNI Dany Rakca kunjungi warga yang terdampak banjir di Bonai Darussalam, Rokan Hulu.",0,0,0,0,in,1248325208500367360,1745263951330623652,wilikartama,https://twitter.com/wilikartama/status/1745263951330623652,FAKTA,Detik.com,,
Thu Jan 11 01:58:39 +0000 2024,1745263925342707869,"https://t.co/8fFLGy8Jae  Kapolda Riau Irjen Mohammad Iqbal bersama Danrem 031/Wira Bima Brigjen TNI Dany Rakca kunjungi warga yang terdampak banjir di Bonai Darussalam, Rokan Hulu.",0,0,0,0,in,1248311179350380545,1745263925342707869,zamriandri,https://twitter.com/zamriandri/status/1745263925342707869,FAKTA,Detik.com,,
Thu Jan 11 01:58:34 +0000 2024,1745263902483796368,"https://t.co/60o071YrTR  Kapolda Riau Irjen Mohammad Iqbal bersama Danrem 031/Wira Bima Brigjen TNI Dany Rakca kunjungi warga yang terdampak banjir di Bonai Darussalam, Rokan Hulu.",0,0,0,0,in,1248318075654426624,1745263902483796368,hendrisianta,https://twitter.com/hendrisianta/status/1745263902483796368,FAKTA,Detik.com,,
Thu Jan 11 01:58:25 +0000 2024,1745263866173612192,"https://t.co/QJzCiDWPhQ  Kapolda Riau Irjen Mohammad Iqbal bersama Danrem 031/Wira Bima Brigjen TNI Dany Rakca kunjungi warga yang terdampak banjir di Bonai Darussalam, Rokan Hulu.",0,0,0,0,in,1249252266797715456,1745263866173612192,dikifirmant0,https://twitter.com/dikifirmant0/status/1745263866173612192,FAKTA,Detik.com,,
Thu Jan 11 01:58:19 +0000 2024,1745263838545740286,"https://t.co/BmaK4zuENu  Kapolda Riau Irjen Mohammad Iqbal bersama Danrem 031/Wira Bima Brigjen TNI Dany Rakca kunjungi warga yang terdampak banjir di Bonai Darussalam, Rokan Hulu.",0,0,0,0,in,1248303513802686464,1745263838545740286,arifsuhendr4,https://twitter.com/arifsuhendr4/status/1745263838545740286,FAKTA,Detik.com,,
Thu Jan 11 01:58:09 +0000 2024,1745263799895232799,"https://t.co/yyQ5gfb7OV  Kapolda Riau Irjen Mohammad Iqbal bersama Danrem 031/Wira Bima Brigjen TNI Dany Rakca kunjungi warga yang terdampak banjir di Bonai Darussalam, Rokan Hulu.",0,0,0,0,in,1248296001678356481,1745263799895232799,septianangg4,https://twitter.com/septianangg4/status/1745263799895232799,FAKTA,Detik.com,,
Thu Jan 11 01:58:08 +0000 2024,1745263794539139147,"Panglima Kostrad Letnan Jenderal TNI Muhammad Saleh Mustafa Direktur Utama PT Sang Hyang Seri Adhi Cahyono Nugroho, melaksanakan kegiatan gerakan nasional ketahanan pangan melalui penanaman perdana budi daya padi di lumbung pangan Sang Hyang Seri.  #KolaborasiSHS&amp Pangkostrad https://t.co/q2P02NWnLP",0,0,0,0,in,1685881806976118784,1745263794539139147,bumn_depokjitu,https://twitter.com/bumn_depokjitu/status/1745263794539139147,FAKTA,https://ptsanghyangseri.co.id/,,
Thu Jan 11 01:58:05 +0000 2024,1745263779372580883,"https://t.co/HZe3ly4PmM  Kapolda Riau Irjen Mohammad Iqbal bersama Danrem 031/Wira Bima Brigjen TNI Dany Rakca kunjungi warga yang terdampak banjir di Bonai Darussalam, Rokan Hulu.",0,0,0,0,in,1248273692846469120,1745263779372580883,alexanderputr4,https://twitter.com/alexanderputr4/status/1745263779372580883,FAKTA,Detik.com,,
Thu Jan 11 01:57:58 +0000 2024,1745263752155746482,"https://t.co/HdZoVjeeIY  Kapolda Riau Irjen Mohammad Iqbal bersama Danrem 031/Wira Bima Brigjen TNI Dany Rakca kunjungi warga yang terdampak banjir di Bonai Darussalam, Rokan Hulu.",0,0,0,0,in,1248285104692015104,1745263752155746482,andrelumut7,https://twitter.com/andrelumut7/status/1745263752155746482,FAKTA,Detik.com,,
Thu Jan 11 01:57:12 +0000 2024,1745263557984608382,"@Kimberley_2024 Pada Waktu debat sampai sekrng belum terjawab di pendukung 02 adalh pertanyaan PIHAK ke 3 PENGADAAN ALUTSISTA.  Yang disebar Enggk Punya Hati, Kacang Lupa Kulit,Data Rahasia, Menyerng Personal, dll  Capres itu ada purnawirawan Jendral TNI, data dan pertanyaan pasti dari mereka.",0,0,0,0,in,212043373,1745093672322871519,syahli_sitorus,https://twitter.com/syahli_sitorus/status/1745263557984608382,HOAX,,,
Thu Jan 11 01:56:39 +0000 2024,1745263422101770319,"@Y_D_Y_P @tni_ad @amndzahra Satu kata  bjir 💀""""",0,0,0,3,in,1568896945539923968,1745262868407488611,ARCKun8,https://twitter.com/ARCKun8/status/1745263422101770319,HOAX,,,
Thu Jan 11 01:56:31 +0000 2024,1745263386919944665,"Waspada Modus Penipuan Mengaku Teman Lama  Modus - Pelaku akan menyebut nama dengan percaya diri banget, kalau mereka kenal kita dan  mengaku kawan lama, yang sekarang menjadi anggota polisi, TNI, orang kesusahan.  - Pelaku akan terus bicara tentang kabar, lokasi, tempat tinggal https://t.co/b9yRrNn3p9",0,0,0,0,in,240527619,1745263386919944665,polda_jambi,https://twitter.com/polda_jambi/status/1745263386919944665,HOAX,,,
Thu Jan 11 01:56:13 +0000 2024,1745263309795041670,"@Chavesz08 @datuakrajoangek Pada Waktu debat sampai sekrng belum terjawab di pendukung 02 adalh pertanyaan PIHAK ke 3 PENGADAAN ALUTSISTA.  Yang disebar Enggk Punya Hati, Kacang Lupa Kulit,Data Rahasia, Menyerng Personal, dll  Capres itu ada purnawirawan Jendral TNI, data dan pertanyaan pasti dari mereka.",0,0,0,0,in,212043373,1744976014936301774,syahli_sitorus,https://twitter.com/syahli_sitorus/status/1745263309795041670,HOAX,,,
Thu Jan 11 01:56:13 +0000 2024,1745263309233021344,Sinergitas TNI - Polri Hadir Dalam Melayani Masyarakat .  .  #Divisihumaspolri #Poldapapua #Polrestolikara #PolriPresisi #PolriHumanis #Polisiindonesia #Polriuntuknegeri https://t.co/HyxTMHLXE3,0,0,0,1,in,1300280897896210434,1745263309233021344,TolikaraPolres,https://twitter.com/TolikaraPolres/status/1745263309233021344,HOAX,,,
Thu Jan 11 01:55:19 +0000 2024,1745263084275679440,"Prabowo sebenarnya mending secara gentleman mengakui kalah telak dlm debat tema hankam. Mungkin publik akan lebih respek. Bukan malah membuat manuver yg di luar konteks seperti sibuk klarifikasi ini itu, melaporkan ini itu. Katanya prajurit sejati, lebih TNI dari TNI, https://t.co/Py3vrsA84O",0,1,1,3,in,898115712044089344,1745263084275679440,quintta1217,https://twitter.com/quintta1217/status/1745263084275679440,HOAX,,,
Thu Jan 11 01:55:03 +0000 2024,1745263017489829925,Babinsa Koramil 12/Gebang Sertu Sugiatno hadiri kegiatan pertemuan Kelompok Tani Nelayan Andalan (KTNA) yang di laksanakan di aula balai desa Sidoleren.  #pendamdiponegoro #tni_angkatan_darat https://t.co/hIuYlf9Iq0,0,0,0,0,in,1357152218961432579,1745263017489829925,GebangKoramil,https://twitter.com/GebangKoramil/status/1745263017489829925,HOAX,,,
Thu Jan 11 01:53:41 +0000 2024,1745262675364614321,"Tolong jawab pak KASAD dan Panglima TNI, benarkah ini terjadi??? kalau BP diam berarti ini kebenaran",0,0,0,0,in,1736164731776598016,1745262675364614321,said_mat59076,https://twitter.com/said_mat59076/status/1745262675364614321,HOAX,Detik.com,,
Thu Jan 11 01:53:32 +0000 2024,1745262636517003734,"@EricRicaldo percaya ucapan prabowo? wwkwkkw, dia itu danjen kopassus langsung lompat pangkostrad woi, saat itu dia pengguna prajurit tempur aktif utama TNI, lebih percaya Prabowo keturunan pemberontak dibanding Presiden Habibie sunggu kedunguan yang tidak terampuni",0,0,0,0,in,1335624744398307328,1745154922587566581,Saeaelu1,https://twitter.com/Saeaelu1/status/1745262636517003734,HOAX,,,
Thu Jan 11 01:52:44 +0000 2024,1745262433571340352,@jshaldi @Reiza_Patters Oh jadi gini nih karakter orang yang bilang dirinya lebih TNI dari TNI? Serius nanya.,0,0,0,0,in,1569006945448894467,1744602850662269209,ahmadzakiun_,https://twitter.com/ahmadzakiun_/status/1745262433571340352,HOAX,,,
Thu Jan 11 01:52:24 +0000 2024,1745262349882446335,"@mulanbilqis @Puspen_TNI @CCICPolri itu kan akal-akalan kelompok ente aja, diliat dari bentuknya aja gak proporsional klo yg buat dari instansi TNI.  hanya orang tolol yg percaya itu dibuat sama dandim atau suruhannya.",0,0,0,0,in,1603953552845864962,1745048872035246521,bukanbolott,https://twitter.com/bukanbolott/status/1745262349882446335,HOAX,https://regional.kompas.com/read/2024/01/11/181912778/klarifikasi-fotonya-terpasang-di-apk-prabowo-gibran-dandim-sukoharjo-fitnah,,
Thu Jan 11 01:52:07 +0000 2024,1745262280777052189,"@kurawa Paslon no.2 dan para pendukung mulai panik: 1. Gemoy dan Santuy mulai hilang, yg ada kata ba***at dan go**ok. 2. Capres no1 dan no3 dilaporkan ke polisi 3. Bawaslu dilaporkan 4. Pengeroyokan rakyat oleh oknum TNI malah didukung.  Memang boleh sepanik itu?",0,0,0,0,in,1243436517462175745,1745004844078014680,AriefGka,https://twitter.com/AriefGka/status/1745262280777052189,HOAX,,,
Thu Jan 11 01:51:51 +0000 2024,1745262210874781836,@namekbukanmeno @ecilox @KhoirilAnwar_ @99propaganda @adri_7i @alextham878 @Alie_Fahnoor @AndreasSolusi @are_inismyname @bengkeldodo @BANGSAygSUJUD @Bank_Joee_ @florieliciouss Tapi di belakang layar Anies banyak yang dukung purnawirawan TNI DAN polri makanya kemarin jago debat malahan yang katanya gemoy malahan nangis 🤣🤣🤣,0,1,0,0,in,1611012567111200768,1744937943075299737,Pejuankrupiah98,https://twitter.com/Pejuankrupiah98/status/1745262210874781836,FAKTA,https://nasional.kompas.com/read/2024/01/06/12155961/klaim-didukung-125-purnawirawan-jenderal-kubu-anies-yakin-kuasai-debat,,
Thu Jan 11 01:51:48 +0000 2024,1745262201404104979,"@KhoirilAnwar_ @99propaganda @adri_7i @alextham878 @Alie_Fahnoor @AndreasSolusi @are_inismyname @bengkeldodo @BANGSAygSUJUD @Bank_Joee_ @florieliciouss Oooiii, Longor... Emangnya yg anak TNI cuma dia doang...  Yg ko puja aja nanam singkong gk becus, gitu pula mo mimpin negara...",0,0,0,0,in,140463427,1744937943075299737,cebong_pensiun,https://twitter.com/cebong_pensiun/status/1745262201404104979,HOAX,,,
Thu Jan 11 01:51:46 +0000 2024,1745262191652339800,"@mulanbilqis @bukanbolott @Puspen_TNI @CCICPolri Sumbernya cuma 1? Ekwkkw ngakak, setiap komen dikasih link yg sama. Inget MEDIA"" wkkw""",0,0,0,0,in,1733572355941928960,1745048872035246521,nakolimo555,https://twitter.com/nakolimo555/status/1745262191652339800,HOAX,https://regional.kompas.com/read/2024/01/11/152215678/viral-foto-dandim-sukoharjo-terpasang-di-apk-bersama-prabowo-gibran-ini,,
Thu Jan 11 01:51:44 +0000 2024,1745262182303199476,"@CFC_RIO10 @RandomWorldWar Kaya'y ini udah diperkiran sama TNI, karena dulu ada wacana klo jadi beli F-15EX nama'y akan diganti F-15IDN biar tidak ada miss persepsi. Ternyata bener sekarang ada yg beranggapan EX=eks 😆",0,1,0,2,in,157583661,1745255752867209343,cemorrosewu,https://twitter.com/cemorrosewu/status/1745262182303199476,FAKTA,https://nasional.kompas.com/read/2023/07/06/14585381/prabowo-banyak-yang-nyinyir-kita-beli-pesawat-tempur-bekas-ya-memang,,
Thu Jan 11 01:51:12 +0000 2024,1745262048978841996,"Jalankan Bisnis Pencurian Kendaraan di Markas TNI, Eko dan Maryanto Untung sampai Rp 4 M Per Tahunnya https://t.co/OVEWuRxelw",0,0,0,0,in,1512483442600341505,1745262048978841996,BeritakanID_com,https://twitter.com/BeritakanID_com/status/1745262048978841996,FAKTA,Kompas.id,,
Thu Jan 11 01:50:45 +0000 2024,1745261937347473597,@Mifta_Akegata @Kemhan_RI @prabowo @Puspen_TNI @_TNIAL_ Belum dibayar.  Ori BL msh sm saya.,0,0,0,0,in,1568926893189263360,1744943212014522632,NiBapakLoe,https://twitter.com/NiBapakLoe/status/1745261937347473597,HOAX,,,
Thu Jan 11 01:50:21 +0000 2024,1745261834171793718,Inilah bahayanya jika prajurit TNI tidak sejahtera atau belum sejahtera dan ini tanggungjawab Kemenhan @prabowo,0,0,0,0,in,1503900598537977858,1745261834171793718,mhayyun21,https://twitter.com/mhayyun21/status/1745261834171793718,FAKTA,https://www.liputan6.com/news/read/5501786/kasus-penampungan-kendaraan-curian-di-gudang-zeni-tni-ad-sidoarjo-3-prajurit-jadi-tersangka,,
Thu Jan 11 01:48:40 +0000 2024,1745261413323723074,"@IndraShazaa @kumparan Iya tanah negara dikelola dia, kenapa bukan TNI dan polri yang hampir 52 persen ga dikasih tanah buat tinggal",0,0,0,1,in,232124559,1745068509489664047,AndriniDj,https://twitter.com/AndriniDj/status/1745261413323723074,FAKTA,https://www.kompas.com/cekfakta/read/2024/01/10/115500282/kata-dan-fakta--menguji-pernyataan-anies-pada-debat-ketiga-7-januari?page=3,,
Thu Jan 11 01:47:47 +0000 2024,1745261189117157575,@bukanbolott @Puspen_TNI @CCICPolri Panik yak?   https://t.co/JK4fd91BKz,0,2,0,0,in,1138727688,1745048872035246521,mulanbilqis,https://twitter.com/mulanbilqis/status/1745261189117157575,FAKTA,https://www.kompas.com/cekfakta/read/2024/01/10/115500282/kata-dan-fakta--menguji-pernyataan-anies-pada-debat-ketiga-7-januari?page=3,,
Thu Jan 11 01:47:46 +0000 2024,1745261184809615404,"@Paltiwest Lebih baik dibenahi dahulu internal simpatisan dan penduduk partai yang akan menghadiri kampanye, dihimbau agar jangan pada mabok ngombe ciu karena meresahkan masyarakat dan juga marai untune rontok dikemplangi TNI 🤭😝😜🤣🤣🤣🤣",0,0,0,0,in,1576303011370262530,1745001012719677578,nakhoda_eretan,https://twitter.com/nakhoda_eretan/status/1745261184809615404,FAKTA,https://nasional.kompas.com/read/2024/01/10/14345781/singgung-netralitas-tni-polri-megawati-emangnya-pelor-mau-ditembakkan-ke,,
Thu Jan 11 01:47:42 +0000 2024,1745261168065982541,"@dwiretno_wuland @RandomWorldWar sekarang gak punya. tapi kalo bisa tekan presiden selanjutnya agar benar2 menaikkan prosentase anggaran &amp  membuat undang2 utk penguatan TNI yg wajib dijalankan oleh semua presiden siapapun penerus2nya, ya pasti bakal punya banyak 😎👍",0,0,0,0,in,378345025,1745255752867209343,PlayHardFunHard,https://twitter.com/PlayHardFunHard/status/1745261168065982541,FAKTA,https://nasional.kompas.com/read/2023/07/06/14585381/prabowo-banyak-yang-nyinyir-kita-beli-pesawat-tempur-bekas-ya-memang,,
Thu Jan 11 01:46:55 +0000 2024,1745260969574736095,@kompascom Hayoloh admin @kompascom udeh main potong video ibu banteng.. siap2 adepin pengacara dan polisi yang sudah ibu banteng pisahkan dr TNI dan mendapat kucuran APBN,0,0,0,0,in,1735136413845426176,1744955952024207831,fabifiz,https://twitter.com/fabifiz/status/1745260969574736095,FAKTA,https://nasional.kompas.com/read/2024/01/10/13303881/megawati-minta-tak-dibully-selama-pemilu-dan-sudah-siapkan-pengacara,,
Thu Jan 11 01:46:02 +0000 2024,1745260749147209966,@mulanbilqis Netral sekali Dandim nya @Puspen_TNI  @tni_ad  @KodamIV,0,0,0,0,in,596108393,1745048872035246521,enot_inot,https://twitter.com/enot_inot/status/1745260749147209966,HOAX,,,
Thu Jan 11 01:46:00 +0000 2024,1745260741979210209,@ethadisaputra @Benlizp @ShamsiAli2 @Fahrihamzah @aniesbaswedan Sepaham..saya jg keluarga TNI..ga sakit hati dgn paparan pak Anies. Dan yg dinilai itu kinerja Kemenhan.Dan sbg keluarga TNI kami hidup dgn sangat sederhana hingga pensiunpun ayah kami tdk mampu beli rumah. Pdhl ayah kami penerima bintang gerilya. Trm ksh pak @aniesbaswedan,0,0,0,0,in,54801818,1745071139007918134,susan1612,https://twitter.com/susan1612/status/1745260741979210209,HOAX,,,
Thu Jan 11 01:45:15 +0000 2024,1745260552484803020,"coba yang paham jelasin dong, TNI &amp  ASN yang kemungkinan kecil berpengaruh ke masyarakat disuruh netral tapi giliran gubernur, menteri, sampai presiden yang notabene memiliki pengaruh besar malah ga netral, ini gimana konsepnya??",0,0,0,0,in,353721765,1745260552484803020,fahmifhf,https://twitter.com/fahmifhf/status/1745260552484803020,FAKTA,https://www.detik.com/jatim/berita/d-7135742/5-hal-soal-khofifah-all-out-dukung-prabowo-gibran-di-pilpres-2024,,
Thu Jan 11 01:43:10 +0000 2024,1745260028242874650,@Kadrun_Metal @NiBapakLoe @Kemhan_RI @prabowo @_TNIAL_ @Puspen_TNI @PartaiSocmed @yusuf_dumdum @tempodotco @kumparan @aniesbaswedan Itu proyek thn 2005..apa urusannya sama prabowo? Anies didengerin haha,0,0,0,0,in,4067577913,1744943212014522632,Wandiphilo,https://twitter.com/Wandiphilo/status/1745260028242874650,HOAX,,,
Thu Jan 11 01:41:59 +0000 2024,1745259730497651158,@jhonjimbut @learningness @Faqihmirza17 @mochamadarip Dipecat? TNI pecatan tidak berhak menyandang pangkat. Sedang Prabowo sampai sekarang masih berhak menggunakan pangkat Letjen (Purn) TNI.,0,0,0,0,in,1384479396992458752,1744207078296895995,xapres_bhokep,https://twitter.com/xapres_bhokep/status/1745259730497651158,HOAX,,,
Thu Jan 11 01:40:46 +0000 2024,1745259422782570990,"#polresbogorhadir  #polresbogor #polsekparung  Hari Rabu, 10 Januari 2024 Personil Polsek Parung melaksanakan Karya Bakti TNI pembersihan pasar Tohaga Ciseeng bersama anggota Koramil Parung, Satpol PP Kec.Ciseeng dan masyarakat untuk menciptakan lingkungan yang bersih dan nyaman https://t.co/Rk4qo0und4",0,0,0,0,in,1625478162649083910,1745259422782570990,polsekparung595,https://twitter.com/polsekparung595/status/1745259422782570990,HOAX,,,
Thu Jan 11 01:40:32 +0000 2024,1745259363332456735,@NiBapakLoe @Kemhan_RI @prabowo @Puspen_TNI @_TNIAL_ Waduh itu invoice udh d bayar blm? Trus Ori BL sdh d serahkan blm ya? Kok sdh d bongkar2 sih kak 🙏🏻😅,0,1,0,1,in,1727309479698714624,1744943212014522632,Mifta_Akegata,https://twitter.com/Mifta_Akegata/status/1745259363332456735,HOAX,,,
Thu Jan 11 01:39:39 +0000 2024,1745259140254220562,"Ngariung kapolsek gunungguruh dengan rekan tni dan kecamatan gunungguruh,11 januari 2024 https://t.co/oCYrBwPzWY",0,0,0,0,in,1603208630467461120,1745259140254220562,sekgunungguruh3,https://twitter.com/sekgunungguruh3/status/1745259140254220562,HOAX,,,
Thu Jan 11 01:39:32 +0000 2024,1745259112060113352,"@NiBapakLoe @Kemhan_RI @prabowo @_TNIAL_ @Puspen_TNI @PartaiSocmed @yusuf_dumdum @tempodotco @kumparan Masalah lu ga dibayar, napa ngajak2 orang simpati? Giliran untung diem aja",0,1,0,1,in,2306043386,1744943212014522632,teguhdaya,https://twitter.com/teguhdaya/status/1745259112060113352,HOAX,,,
