created_at,full_text,username,tweet_url,value,value_link_source
Thu Jan 11 02:01:34 +0000 2024,"['satgas', 'ii', 'preventif', 'omb', '2023-2024', 'sama', 'personel', 'tni', 'laksana', 'giat', 'patroli', 'antisipasi', 'rawan', 'kamtibmas', 'sasar', 'kantor', 'bawaslu', 'kantor', 'kpu', 'dan', 'gudang', 'logistik', 'kpu', 'rabu', '10', '01', '24', 'divhumas', 'polri', 'spripim', 'polri', 'https', 't', 'co', 'i9krhf3fdv']",HumasResbuol,https://twitter.com/HumasResbuol/status/1745264655659110672,HOAX,
Thu Jan 11 02:00:57 +0000 2024,"['gonolaletto', 'rockjin492', 'drikasyamsul', 'zaeffendy', 'uyokback', 'kan', 'udh', 'jawab', 'tp', 'heran', 'aja', 'beri', 'nilai', 'kerja', 'tri', 'tahan', 'mana', 'situ', 'kerja', 'tni', 'porliyg', 'sll', 'juang', 'bangsa', 'indonesia', 'lucu', 'aja']",PuteriRiya,https://twitter.com/PuteriRiya/status/1745264502919348600,HOAX,
Thu Jan 11 02:00:32 +0000 2024,"['jamalboegis', 'puspen', 'tni', 'masalah', 'percaya', 'nyaris', 'gada']",siregar_najeges,https://twitter.com/siregar_najeges/status/1745264397667483937,HOAX,
Thu Jan 11 01:59:51 +0000 2024,"['pai', 'c1', 'kemaren', 'juga', 'yg', 'parkir', 'panzer', 'tempur', 'tni', 'jadi', 'dibiarin', 'aja']",teguhalifns,https://twitter.com/teguhalifns/status/1745264225323553248,HOAX,
Thu Jan 11 01:59:44 +0000 2024,"['teguhdaya', 'kemhan', 'ri', 'prabowo', 'tnial', 'puspen', 'tni', 'partaisocmed', 'yusuf', 'dumdum', 'tempodotco', 'kumpar', 'lu', 'kira', 'gw', 'untung', 'harga', 'segitu', 'utk', '1', 'heli', 'baik', '2', 'heli', 'yg', 'bkan', 'urus', 'gw', 'berangkat', 'team', 'dr', 'al', 'rusia', 'printilannya', 'udah', 'gitu', 'proses', 'yg', 'larut', 'n', 'etc', 'lu', 'kira', 'gw', 'untung', 'gw', 'udah', 'hilang', 'segala-galanya', 'besar', 'harap', 'aja', 'sm', 'prabowo', 'n', 'netizen']",NiBapakLoe,https://twitter.com/NiBapakLoe/status/1745264197150319095,HOAX,
Thu Jan 11 01:59:00 +0000 2024,"['https', 't', 'co', 'zqiqcf5n3c', 'kapolda', 'riau', 'irjen', 'mohammad', 'iqbal', 'sama', 'danrem', '031', 'wira', 'bima', 'brigjen', 'tni', 'dany', 'rakca', 'kunjung', 'warga', 'dampak', 'banjir', 'bonai', 'darussalam', 'rok', 'hulu']",bowoputr4,https://twitter.com/bowoputr4/status/1745264012953305286,FAKTA,Detik.com
Thu Jan 11 01:58:55 +0000 2024,"['bro', 'barbud', 'yurissa', 'samosir', 'adamvelcro', 'adedhani9', 'akalsehat2024', 'aking', 'adit', 'chaidar', '2000', 'kang', 'toniee', 'nohceukenohhh', 'choymarkochoy', 'ridngemil', 'yg', 'pamer', 'kan', 'jenis', 'alusista', 'nya', 'kalo', 'beli', 'ada', 'yg', 'nama', 'jumblah', 'kan', 'emang', 'kalo', 'hut', 'tni', 'pernah', 'sebutin', 'jumblah', 'nya', 'berapa', 'klo', 'pamer', 'penting', 'tuju', 'nya', 'negara', 'tetangga', 'lain', 'klo', 'milik', 'alusista', 'sebut']",JohnWic04334364,https://twitter.com/JohnWic04334364/status/1745263989775569385,FAKTA,https://news.detik.com/berita/d-6950084/meriahkan-hut-ke-78-tni-tni-ad-gelar-pameran-alutsista-di-monas
Thu Jan 11 01:58:54 +0000 2024,"['https', 't', 'co', 'ucf4l0kwbm', 'kapolda', 'riau', 'irjen', 'mohammad', 'iqbal', 'sama', 'danrem', '031', 'wira', 'bima', 'brigjen', 'tni', 'dany', 'rakca', 'kunjung', 'warga', 'dampak', 'banjir', 'bonai', 'darussalam', 'rok', 'hulu']",rinalsaiful,https://twitter.com/rinalsaiful/status/1745263985409290621,FAKTA,Detik.com
Thu Jan 11 01:58:46 +0000 2024,"['https', 't', 'co', 'n4he0a8ubw', 'kapolda', 'riau', 'irjen', 'mohammad', 'iqbal', 'sama', 'danrem', '031', 'wira', 'bima', 'brigjen', 'tni', 'dany', 'rakca', 'kunjung', 'warga', 'dampak', 'banjir', 'bonai', 'darussalam', 'rok', 'hulu']",wilikartama,https://twitter.com/wilikartama/status/1745263951330623652,FAKTA,Detik.com
Thu Jan 11 01:58:39 +0000 2024,"['https', 't', 'co', '8fflgy8jae', 'kapolda', 'riau', 'irjen', 'mohammad', 'iqbal', 'sama', 'danrem', '031', 'wira', 'bima', 'brigjen', 'tni', 'dany', 'rakca', 'kunjung', 'warga', 'dampak', 'banjir', 'bonai', 'darussalam', 'rok', 'hulu']",zamriandri,https://twitter.com/zamriandri/status/1745263925342707869,FAKTA,Detik.com
Thu Jan 11 01:58:34 +0000 2024,"['https', 't', 'co', '60o071yrtr', 'kapolda', 'riau', 'irjen', 'mohammad', 'iqbal', 'sama', 'danrem', '031', 'wira', 'bima', 'brigjen', 'tni', 'dany', 'rakca', 'kunjung', 'warga', 'dampak', 'banjir', 'bonai', 'darussalam', 'rok', 'hulu']",hendrisianta,https://twitter.com/hendrisianta/status/1745263902483796368,FAKTA,Detik.com
Thu Jan 11 01:58:25 +0000 2024,"['https', 't', 'co', 'qjzcidwphq', 'kapolda', 'riau', 'irjen', 'mohammad', 'iqbal', 'sama', 'danrem', '031', 'wira', 'bima', 'brigjen', 'tni', 'dany', 'rakca', 'kunjung', 'warga', 'dampak', 'banjir', 'bonai', 'darussalam', 'rok', 'hulu']",dikifirmant0,https://twitter.com/dikifirmant0/status/1745263866173612192,FAKTA,Detik.com
Thu Jan 11 01:58:19 +0000 2024,"['https', 't', 'co', 'bmak4zuenu', 'kapolda', 'riau', 'irjen', 'mohammad', 'iqbal', 'sama', 'danrem', '031', 'wira', 'bima', 'brigjen', 'tni', 'dany', 'rakca', 'kunjung', 'warga', 'dampak', 'banjir', 'bonai', 'darussalam', 'rok', 'hulu']",arifsuhendr4,https://twitter.com/arifsuhendr4/status/1745263838545740286,FAKTA,Detik.com
Thu Jan 11 01:58:09 +0000 2024,"['https', 't', 'co', 'yyq5gfb7ov', 'kapolda', 'riau', 'irjen', 'mohammad', 'iqbal', 'sama', 'danrem', '031', 'wira', 'bima', 'brigjen', 'tni', 'dany', 'rakca', 'kunjung', 'warga', 'dampak', 'banjir', 'bonai', 'darussalam', 'rok', 'hulu']",septianangg4,https://twitter.com/septianangg4/status/1745263799895232799,FAKTA,Detik.com
Thu Jan 11 01:58:08 +0000 2024,"['panglima', 'kostrad', 'letnan', 'jenderal', 'tni', 'muhammad', 'saleh', 'mustafa', 'direktur', 'utama', 'pt', 'sang', 'hyang', 'seri', 'adhi', 'cahyono', 'nugroho', 'laksana', 'giat', 'gera', 'nasional', 'tahan', 'pangan', 'lalu', 'tanam', 'perdana', 'budi', 'daya', 'padi', 'lumbung', 'pangan', 'sang', 'hyang', 'seri', 'kolaborasishs', 'amp', 'pangkostrad', 'https', 't', 'co', 'q2p02nwnlp']",bumn_depokjitu,https://twitter.com/bumn_depokjitu/status/1745263794539139147,FAKTA,https://ptsanghyangseri.co.id/
Thu Jan 11 01:58:05 +0000 2024,"['https', 't', 'co', 'hze3ly4pmm', 'kapolda', 'riau', 'irjen', 'mohammad', 'iqbal', 'sama', 'danrem', '031', 'wira', 'bima', 'brigjen', 'tni', 'dany', 'rakca', 'kunjung', 'warga', 'dampak', 'banjir', 'bonai', 'darussalam', 'rok', 'hulu']",alexanderputr4,https://twitter.com/alexanderputr4/status/1745263779372580883,FAKTA,Detik.com
Thu Jan 11 01:57:58 +0000 2024,"['https', 't', 'co', 'hdzovjeeiy', 'kapolda', 'riau', 'irjen', 'mohammad', 'iqbal', 'sama', 'danrem', '031', 'wira', 'bima', 'brigjen', 'tni', 'dany', 'rakca', 'kunjung', 'warga', 'dampak', 'banjir', 'bonai', 'darussalam', 'rok', 'hulu']",andrelumut7,https://twitter.com/andrelumut7/status/1745263752155746482,FAKTA,Detik.com
Thu Jan 11 01:57:12 +0000 2024,"['kimberley', '2024', 'waktu', 'debat', 'sekrng', 'jawab', 'dukung', '02', 'adalh', 'tanya', 'pihak', '3', 'ada', 'alutsista', 'sebar', 'enggk', 'punya', 'hati', 'kacang', 'lupa', 'kulit', 'data', 'rahasia', 'menyerng', 'personal', 'capres', 'ada', 'purnawirawan', 'jendral', 'tni', 'data', 'tanya', 'dari', 'mereka']",syahli_sitorus,https://twitter.com/syahli_sitorus/status/1745263557984608382,HOAX,
Thu Jan 11 01:56:39 +0000 2024,"['y', 'd', 'y', 'p', 'tni', 'ad', 'amndzahra', 'satu', 'kata', 'bjir']",ARCKun8,https://twitter.com/ARCKun8/status/1745263422101770319,HOAX,
Thu Jan 11 01:56:31 +0000 2024,"['waspada', 'modus', 'tipu', 'aku', 'teman', 'lama', 'modus', '-', 'laku', 'sebut', 'nama', 'percaya', 'diri', 'banget', 'kalau', 'kenal', 'dan', 'aku', 'kawan', 'lama', 'sekarang', 'jadi', 'anggota', 'polisi', 'tni', 'orang', 'susah', '-', 'laku', 'terus', 'bicara', 'kabar', 'lokasi', 'tempat', 'tinggal', 'https', 't', 'co', 'b9yrrnn3p9']",polda_jambi,https://twitter.com/polda_jambi/status/1745263386919944665,HOAX,
Thu Jan 11 01:56:13 +0000 2024,"['chavesz08', 'datuakrajoangek', 'waktu', 'debat', 'sekrng', 'jawab', 'dukung', '02', 'adalh', 'tanya', 'pihak', '3', 'ada', 'alutsista', 'sebar', 'enggk', 'punya', 'hati', 'kacang', 'lupa', 'kulit', 'data', 'rahasia', 'menyerng', 'personal', 'capres', 'ada', 'purnawirawan', 'jendral', 'tni', 'data', 'tanya', 'dari', 'mereka']",syahli_sitorus,https://twitter.com/syahli_sitorus/status/1745263309795041670,HOAX,
Thu Jan 11 01:56:13 +0000 2024,"['sinergitas', 'tni', '-', 'polri', 'hadir', 'layan', 'masyarakat', 'divisihumaspolri', 'poldapapua', 'polrestolikara', 'polripresisi', 'polrihumanis', 'polisiindonesia', 'polriuntuknegeri', 'https', 't', 'co', 'hyxtmhlxe3']",TolikaraPolres,https://twitter.com/TolikaraPolres/status/1745263309233021344,HOAX,
Thu Jan 11 01:55:19 +0000 2024,"['prabowo', 'benar', 'mending', 'gentleman', 'aku', 'kalah', 'telak', 'dlm', 'debat', 'tema', 'hankam', 'mungkin', 'publik', 'lebih', 'respek', 'bukan', 'malah', 'buat', 'manuver', 'yg', 'luar', 'konteks', 'sibuk', 'klarifikasi', 'itu', 'lapor', 'itu', 'kata', 'prajurit', 'sejati', 'lebih', 'tni', 'tni', 'https', 't', 'co', 'py3vrsa84o']",quintta1217,https://twitter.com/quintta1217/status/1745263084275679440,HOAX,
Thu Jan 11 01:55:03 +0000 2024,"['babinsa', 'koramil', '12', 'gebang', 'sertu', 'sugiatno', 'hadir', 'giat', 'temu', 'kelompok', 'tani', 'nelayan', 'andal', 'ktna', 'laksana', 'di', 'aula', 'balai', 'desa', 'sidoleren', 'pendamdiponegoro', 'tni', 'angkat', 'darat', 'https', 't', 'co', 'hiuylf9iq0']",GebangKoramil,https://twitter.com/GebangKoramil/status/1745263017489829925,HOAX,
Thu Jan 11 01:53:41 +0000 2024,"['jawab', 'pak', 'kasad', 'panglima', 'tni', 'benar', 'jadi', 'kalau', 'bp', 'diam', 'arti', 'benar']",said_mat59076,https://twitter.com/said_mat59076/status/1745262675364614321,HOAX,Detik.com
Thu Jan 11 01:53:32 +0000 2024,"['ericricaldo', 'percaya', 'ucap', 'prabowo', 'wwkwkkw', 'itu', 'danjen', 'kopassus', 'langsung', 'lompat', 'pangkostrad', 'woi', 'itu', 'guna', 'prajurit', 'tempur', 'aktif', 'utama', 'tni', 'lebih', 'percaya', 'prabowo', 'turun', 'berontak', 'banding', 'presiden', 'habibie', 'sunggu', 'dungu', 'tidak', 'ampun']",Saeaelu1,https://twitter.com/Saeaelu1/status/1745262636517003734,HOAX,
Thu Jan 11 01:52:44 +0000 2024,"['jshaldi', 'reiza', 'patters', 'jadi', 'gin', 'nih', 'karakter', 'orang', 'bilang', 'diri', 'lebih', 'tni', 'tni', 'serius', 'nanya']",ahmadzakiun_,https://twitter.com/ahmadzakiun_/status/1745262433571340352,HOAX,
Thu Jan 11 01:52:24 +0000 2024,"['mulanbilqis', 'puspen', 'tni', 'ccicpolri', 'kan', 'akal', 'kelompok', 'ente', 'aja', 'liat', 'bentuk', 'aja', 'gak', 'proporsional', 'klo', 'yg', 'buat', 'instansi', 'tni', 'orang', 'tolol', 'yg', 'percaya', 'buat', 'sama', 'dandim', 'suruh']",bukanbolott,https://twitter.com/bukanbolott/status/1745262349882446335,HOAX,https://regional.kompas.com/read/2024/01/11/181912778/klarifikasi-fotonya-terpasang-di-apk-prabowo-gibran-dandim-sukoharjo-fitnah
Thu Jan 11 01:52:07 +0000 2024,"['rawa', 'paslon', 'no', '2', 'para', 'dukung', 'mulai', 'panik', '1', 'gemoy', 'santuy', 'mulai', 'hilang', 'yg', 'kata', 'ba', 'at', 'go', 'ok', '2', 'capres', 'no1', 'no3', 'lapor', 'polisi', '3', 'bawaslu', 'lapor', '4', 'keroyok', 'rakyat', 'oknum', 'tni', 'malah', 'dukung', 'memang', 'panik', 'itu']",AriefGka,https://twitter.com/AriefGka/status/1745262280777052189,HOAX,
Thu Jan 11 01:51:51 +0000 2024,"['namekbukanmeno', 'ecilox', 'khoirilanwar', '99propaganda', 'adri', '7i', 'alextham878', 'alie', 'fahnoor', 'andreassolusi', 'are', 'inismyname', 'bengkeldodo', 'bangsaygsujud', 'bank', 'joee', 'florieliciouss', 'di', 'belakang', 'layar', 'anies', 'banyak', 'dukung', 'purnawirawan', 'tni', 'polri', 'makanya', 'kemarin', 'jago', 'debat', 'malah', 'kata', 'gemoy', 'malah', 'nang']",Pejuankrupiah98,https://twitter.com/Pejuankrupiah98/status/1745262210874781836,FAKTA,https://nasional.kompas.com/read/2024/01/06/12155961/klaim-didukung-125-purnawirawan-jenderal-kubu-anies-yakin-kuasai-debat
Thu Jan 11 01:51:48 +0000 2024,"['khoirilanwar', '99propaganda', 'adri', '7i', 'alextham878', 'alie', 'fahnoor', 'andreassolusi', 'are', 'inismyname', 'bengkeldodo', 'bangsaygsujud', 'bank', 'joee', 'florieliciouss', 'oooiii', 'longor', 'emang', 'yg', 'anak', 'tni', 'cuma', 'doang', 'yg', 'ko', 'puja', 'aja', 'nanam', 'singkong', 'gk', 'becus', 'gitu', 'mo', 'mimpin', 'negara']",cebong_pensiun,https://twitter.com/cebong_pensiun/status/1745262201404104979,HOAX,
Thu Jan 11 01:51:46 +0000 2024,"['mulanbilqis', 'bukanbolott', 'puspen', 'tni', 'ccicpolri', 'sumber', 'cuma', '1', 'ekwkkw', 'ngakak', 'komen', 'kasih', 'link', 'yg', 'sama', 'inget', 'media', 'wkkw']",nakolimo555,https://twitter.com/nakolimo555/status/1745262191652339800,HOAX,https://regional.kompas.com/read/2024/01/11/152215678/viral-foto-dandim-sukoharjo-terpasang-di-apk-bersama-prabowo-gibran-ini
Thu Jan 11 01:51:44 +0000 2024,"['cfc', 'rio10', 'randomworldwar', 'kaya', 'y', 'udah', 'kir', 'sama', 'tni', 'dulu', 'wacana', 'klo', 'jadi', 'beli', 'f-15ex', 'nama', 'y', 'ganti', 'f-15idn', 'biar', 'miss', 'persepsi', 'nyata', 'bener', 'sekarang', 'ada', 'yg', 'anggap', 'ex', 'eks']",cemorrosewu,https://twitter.com/cemorrosewu/status/1745262182303199476,FAKTA,https://nasional.kompas.com/read/2023/07/06/14585381/prabowo-banyak-yang-nyinyir-kita-beli-pesawat-tempur-bekas-ya-memang
Thu Jan 11 01:51:12 +0000 2024,"['jalan', 'bisnis', 'curi', 'kendara', 'markas', 'tni', 'eko', 'maryanto', 'untung', 'rp', '4', 'm', 'per', 'tahun', 'https', 't', 'co', 'ovewurxelw']",BeritakanID_com,https://twitter.com/BeritakanID_com/status/1745262048978841996,FAKTA,Kompas.id
Thu Jan 11 01:50:45 +0000 2024,"['mifta', 'akegata', 'kemhan', 'ri', 'prabowo', 'puspen', 'tni', 'tnial', 'bayar', 'ori', 'bl', 'msh', 'sm', 'saya']",NiBapakLoe,https://twitter.com/NiBapakLoe/status/1745261937347473597,HOAX,
Thu Jan 11 01:50:21 +0000 2024,"['ini', 'bahaya', 'prajurit', 'tni', 'sejahtera', 'belum', 'sejahtera', 'ini', 'tanggungjawab', 'kemenhan', 'prabowo']",mhayyun21,https://twitter.com/mhayyun21/status/1745261834171793718,FAKTA,https://www.liputan6.com/news/read/5501786/kasus-penampungan-kendaraan-curian-di-gudang-zeni-tni-ad-sidoarjo-3-prajurit-jadi-tersangka
Thu Jan 11 01:48:40 +0000 2024,"['indrashazaa', 'kumpar', 'iya', 'tanah', 'negara', 'kelola', 'dia', 'bukan', 'tni', 'polri', 'hampir', '52', 'persen', 'ga', 'kasih', 'tanah', 'buat', 'tinggal']",AndriniDj,https://twitter.com/AndriniDj/status/1745261413323723074,FAKTA,https://www.kompas.com/cekfakta/read/2024/01/10/115500282/kata-dan-fakta--menguji-pernyataan-anies-pada-debat-ketiga-7-januari?page=3
Thu Jan 11 01:47:47 +0000 2024,"['bukanbolott', 'puspen', 'tni', 'ccicpolri', 'panik', 'yak', 'https', 't', 'co', 'jk4fd91bkz']",mulanbilqis,https://twitter.com/mulanbilqis/status/1745261189117157575,FAKTA,https://www.kompas.com/cekfakta/read/2024/01/10/115500282/kata-dan-fakta--menguji-pernyataan-anies-pada-debat-ketiga-7-januari?page=3
Thu Jan 11 01:47:46 +0000 2024,"['paltiwest', 'lebih', 'baik', 'benah', 'internal', 'simpatisan', 'duduk', 'partai', 'akan', 'hadir', 'kampanye', 'dihimbau', 'jangan', 'mabok', 'ngombe', 'ciu', 'resah', 'masyarakat', 'juga', 'mara', 'untune', 'rontok', 'kemplang', 'tni']",nakhoda_eretan,https://twitter.com/nakhoda_eretan/status/1745261184809615404,FAKTA,https://nasional.kompas.com/read/2024/01/10/14345781/singgung-netralitas-tni-polri-megawati-emangnya-pelor-mau-ditembakkan-ke
Thu Jan 11 01:47:42 +0000 2024,"['dwiretno', 'wuland', 'randomworldwar', 'sekarang', 'gak', 'punya', 'kalo', 'tekan', 'presiden', 'lanjut', 'benar2', 'naik', 'prosentase', 'anggar', 'amp', 'buat', 'undang2', 'utk', 'kuat', 'tni', 'yg', 'wajib', 'jalan', 'semua', 'presiden', 'siapa', 'penerus2nya', 'pasti', 'bakal', 'punya', 'banyak']",PlayHardFunHard,https://twitter.com/PlayHardFunHard/status/1745261168065982541,FAKTA,https://nasional.kompas.com/read/2023/07/06/14585381/prabowo-banyak-yang-nyinyir-kita-beli-pesawat-tempur-bekas-ya-memang
Thu Jan 11 01:46:55 +0000 2024,"['kompascom', 'hayoloh', 'admin', 'kompascom', 'udeh', 'main', 'potong', 'video', 'ibu', 'banteng', 'siap2', 'adepin', 'acara', 'polisi', 'sudah', 'ibu', 'banteng', 'pisah', 'dr', 'tni', 'dapat', 'kucur', 'apbn']",fabifiz,https://twitter.com/fabifiz/status/1745260969574736095,FAKTA,https://nasional.kompas.com/read/2024/01/10/13303881/megawati-minta-tak-dibully-selama-pemilu-dan-sudah-siapkan-pengacara
Thu Jan 11 01:46:02 +0000 2024,"['mulanbilqis', 'netral', 'sekali', 'dandim', 'nya', 'puspen', 'tni', 'tni', 'ad', 'kodamiv']",enot_inot,https://twitter.com/enot_inot/status/1745260749147209966,HOAX,
Thu Jan 11 01:46:00 +0000 2024,"['ethadisaputra', 'benlizp', 'shamsiali2', 'fahrihamzah', 'aniesbaswedan', 'paham', 'saya', 'jg', 'keluarga', 'tni', 'ga', 'sakit', 'hati', 'dgn', 'papar', 'pak', 'anies', 'yg', 'nilai', 'kerja', 'kemenhan', 'dan', 'sbg', 'keluarga', 'tni', 'hidup', 'dgn', 'sangat', 'sederhana', 'hingga', 'pensiun', 'ayah', 'tdk', 'mampu', 'beli', 'rumah', 'pdhl', 'ayah', 'terima', 'bintang', 'gerilya', 'trm', 'ksh', 'pak', 'aniesbaswedan']",susan1612,https://twitter.com/susan1612/status/1745260741979210209,HOAX,
Thu Jan 11 01:45:15 +0000 2024,"['coba', 'paham', 'jelasin', 'dong', 'tni', 'amp', 'asn', 'mungkin', 'kecil', 'pengaruh', 'masyarakat', 'suruh', 'netral', 'gilir', 'gubernur', 'menteri', 'presiden', 'notabene', 'milik', 'pengaruh', 'besar', 'malah', 'ga', 'netral', 'gimana', 'konsep']",fahmifhf,https://twitter.com/fahmifhf/status/1745260552484803020,FAKTA,https://www.detik.com/jatim/berita/d-7135742/5-hal-soal-khofifah-all-out-dukung-prabowo-gibran-di-pilpres-2024
Thu Jan 11 01:43:10 +0000 2024,"['kadrun', 'metal', 'nibapakloe', 'kemhan', 'ri', 'prabowo', 'tnial', 'puspen', 'tni', 'partaisocmed', 'yusuf', 'dumdum', 'tempodotco', 'kumpar', 'aniesbaswedan', 'proyek', 'thn', '2005', 'apa', 'urus', 'sama', 'prabowo', 'anies', 'didengerin', 'haha']",Wandiphilo,https://twitter.com/Wandiphilo/status/1745260028242874650,HOAX,
Thu Jan 11 01:41:59 +0000 2024,"['jhonjimbut', 'learningness', 'faqihmirza17', 'mochamadarip', 'pecat', 'tni', 'pecat', 'hak', 'sandang', 'pangkat', 'sedang', 'prabowo', 'sekarang', 'hak', 'guna', 'pangkat', 'letjen', 'purn', 'tni']",xapres_bhokep,https://twitter.com/xapres_bhokep/status/1745259730497651158,HOAX,
Thu Jan 11 01:40:46 +0000 2024,"['polresbogorhadir', 'polresbogor', 'polsekparung', 'hari', 'rabu', '10', 'januari', '2024', 'personil', 'polsek', 'parung', 'laksana', 'karya', 'bakti', 'tni', 'bersih', 'pasar', 'tohaga', 'ciseeng', 'sama', 'anggota', 'koramil', 'parung', 'satpol', 'pp', 'kec', 'ciseeng', 'masyarakat', 'cipta', 'lingkung', 'bersih', 'nyaman', 'https', 't', 'co', 'rk4qo0und4']",polsekparung595,https://twitter.com/polsekparung595/status/1745259422782570990,HOAX,
Thu Jan 11 01:40:32 +0000 2024,"['nibapakloe', 'kemhan', 'ri', 'prabowo', 'puspen', 'tni', 'tnial', 'waduh', 'invoice', 'udh', 'd', 'bayar', 'blm', 'trus', 'ori', 'bl', 'sdh', 'd', 'serah', 'blm', 'ya', 'kok', 'sdh', 'd', 'bongkar2', 'sih', 'kak']",Mifta_Akegata,https://twitter.com/Mifta_Akegata/status/1745259363332456735,HOAX,
Thu Jan 11 01:39:39 +0000 2024,"['ngariung', 'kapolsek', 'gunungguruh', 'rekan', 'tni', 'camat', 'gunungguruh', '11', 'januari', '2024', 'https', 't', 'co', 'ocyrbwpzwy']",sekgunungguruh3,https://twitter.com/sekgunungguruh3/status/1745259140254220562,HOAX,
